nohup: ignoring input
==== Fragmentomics pipeline started ====


===== RUNNING BIN SIZE 10000 =====

[BIN 10000 | 00_preprocessing_exploration.py] START
Configuration loaded for 262 samples:
['EE87789', 'EE87790', 'EE87791', 'EE87792', 'EE87793', 'EE87794', 'EE87795', 'EE87796', 'EE87797', 'EE87798', 'EE87799', 'EE87800', 'EE87801', 'EE87802', 'EE87803', 'EE87804', 'EE87805', 'EE87806', 'EE87807', 'EE87809', 'EE87810', 'EE88325', 'EE85727', 'EE85730', 'EE85731', 'EE85732', 'EE85733', 'EE85734', 'EE85737', 'EE85739', 'EE85741', 'EE85743', 'EE85746', 'EE85749', 'EE85750', 'EE85752', 'EE85753', 'EE86234', 'EE86255', 'EE86259', 'EE87865', 'EE87866', 'EE87867', 'EE87868', 'EE87869', 'EE87870', 'EE87871', 'EE87872', 'EE87873', 'EE87874', 'EE87875', 'EE87876', 'EE87877', 'EE87878', 'EE87879', 'EE87880', 'EE87881', 'EE87882', 'EE87883', 'EE87884', 'EE87885', 'EE87886', 'EE87887', 'EE87888', 'EE87889', 'EE87890', 'EE87891', 'EE87896', 'EE87897', 'EE87898', 'EE87899', 'EE87900', 'EE87901', 'EE87902', 'EE87903', 'EE87904', 'EE87905', 'EE87906', 'EE87907', 'EE87908', 'EE87909', 'EE87910', 'EE87911', 'EE87912', 'EE87913', 'EE87914', 'EE87915', 'EE87916', 'EE87917', 'EE87918', 'EE87919', 'EE86268', 'EE86270', 'EE86271', 'EE86272', 'EE86273', 'EE88290', 'EE88291', 'EE88292', 'EE88293', 'EE88294', 'EE88295', 'EE88296', 'EE88297', 'EE88298', 'EE88299', 'EE88300', 'EE88301', 'EE88302', 'EE88303', 'EE88304', 'EE88305', 'EE88306', 'EE88307', 'EE88308', 'EE88309', 'EE88310', 'EE88311', 'EE88312', 'EE88313', 'EE88314', 'EE88315', 'EE88316', 'EE88317', 'EE88318', 'EE88319', 'EE88320', 'EE88321', 'EE88322', 'EE88323', 'EE88324', 'EE85898', 'EE85904', 'EE85905', 'EE85908', 'EE85918', 'EE85928', 'EE85936', 'EE85937', 'EE85941', 'EE85959', 'EE85963', 'EE85970', 'EE85971', 'EE85980', 'EE85985', 'EE85987', 'EE85988', 'EE86275', 'EE86276', 'EE87945', 'EE87946', 'EE87920', 'EE87921', 'EE87922', 'EE87923', 'EE87924', 'EE87925', 'EE87926', 'EE87927', 'EE87928', 'EE87929', 'EE87931', 'EE87932', 'EE87933', 'EE87934', 'EE87935', 'EE87936', 'EE87937', 'EE87938', 'EE87939', 'EE87940', 'EE87941', 'EE87942', 'EE87943', 'EE87944', 'EE87947', 'EE87948', 'EE87949', 'EE87950', 'EE87951', 'EE87952', 'EE87953', 'EE87954', 'EE87955', 'EE87956', 'EE87957', 'EE87958', 'EE87959', 'EE87960', 'EE87961', 'EE87962', 'EE87963', 'EE87964', 'EE87965', 'EE87966', 'EE87967', 'EE87968', 'EE87969', 'EE87970', 'EE87971', 'EE87972', 'EE87973', 'EE87974', 'EE87975', 'EE87976', 'EE87977', 'EE87978', 'EE87979', 'EE87980', 'EE87981', 'EE87982', 'EE87983', 'EE87984', 'EE87985', 'EE87986', 'EE87987', 'EE87988', 'EE87989', 'EE87990', 'EE87991', 'EE87992', 'EE87993', 'EE87994', 'EE87995', 'EE87996', 'EE87997', 'EE87998', 'EE87999', 'EE88000', 'EE88001', 'EE88002', 'EE88003', 'EE88004', 'EE88005', 'EE88006', 'EE88007', 'EE88008', 'EE88009', 'EE88010', 'EE88011', 'EE88012', 'EE88013', 'EE88014', 'EE88015', 'EE88016', 'EE88017', 'EE88018', 'EE88019', 'EE88020', 'EE88021', 'EE88022', 'EE88023', 'EE88024', 'EE88025', 'EE88026', 'EE88027', 'EE88028', 'EE88029', 'EE88030', 'EE88031', 'EE88032']
Creating new binned dataframe with bin size 10000...
1  EE85727  colorectal  chr1   10  ...   0.500000  133.0  134.000000    -0.0906
2  EE85727  colorectal  chr1   11  ...  15.918508   49.0  103.666667    -0.2056
3  EE85727  colorectal  chr1   12  ...  57.685560   63.5  218.500000    -0.0867
4  EE85727  colorectal  chr1   13  ...  17.801407   98.5  143.500000    -0.0611

[5 rows x 10 columns]
[BIN 100000 | 00_preprocessing_exploration.py] DONE in 3283.3s

[BIN 100000 | 01_blacklist.py] START
Original bins: 1022848
Filtered bins: 1014464
Removed bins: 8384
[BIN 100000 | 01_blacklist.py] DONE in 16.4s

[BIN 100000 | 02_gc_correction.py] START
Calculating GC-content…
    sample       group chrom  bin  ...  wps_value    start      end       GC
0  EE85727  colorectal  chr1    9  ...    -0.0422   900000  1000000  0.62123
1  EE85727  colorectal  chr1   10  ...    -0.0906  1000000  1100000  0.62746
2  EE85727  colorectal  chr1   11  ...    -0.2056  1100000  1200000  0.58992
3  EE85727  colorectal  chr1   12  ...    -0.0867  1200000  1300000  0.62685
4  EE85727  colorectal  chr1   13  ...    -0.0611  1300000  1400000  0.60670

[5 rows x 13 columns]
Coverage columns to correct: ['mean', 'median', 'stdev', 'min', 'max', 'wps_value']
Processing sample: EE85727
Processing sample: EE85730
Processing sample: EE85731
Processing sample: EE85732
Processing sample: EE85733
Processing sample: EE85734
Processing sample: EE85737
Processing sample: EE85739
Processing sample: EE85741
Processing sample: EE85743
Processing sample: EE85746
Processing sample: EE85749
Processing sample: EE85750
Processing sample: EE85752
Processing sample: EE85753
Processing sample: EE85898
Processing sample: EE85904
Processing sample: EE85905
Processing sample: EE85908
Processing sample: EE85918
Processing sample: EE85928
Processing sample: EE85936
Processing sample: EE85937
Processing sample: EE85941
Processing sample: EE85959
Processing sample: EE85963
Processing sample: EE85970
Processing sample: EE85971
Processing sample: EE85980
Processing sample: EE85985
Processing sample: EE85987
Processing sample: EE85988
Processing sample: EE86234
Processing sample: EE86255
Processing sample: EE86259
Processing sample: EE86268
Processing sample: EE86270
Processing sample: EE86271
Processing sample: EE86272
Processing sample: EE86273
Processing sample: EE86275
Processing sample: EE86276
Processing sample: EE87789
Processing sample: EE87790
Processing sample: EE87791
Processing sample: EE87792
Processing sample: EE87793
Processing sample: EE87794
Processing sample: EE87795
Processing sample: EE87796
Processing sample: EE87797
Processing sample: EE87798
Processing sample: EE87799
Processing sample: EE87800
Processing sample: EE87801
Processing sample: EE87802
Processing sample: EE87803
Processing sample: EE87804
Processing sample: EE87805
Processing sample: EE87806
Processing sample: EE87807
Processing sample: EE87809
Processing sample: EE87810
Processing sample: EE87865
Processing sample: EE87866
Processing sample: EE87867
Processing sample: EE87868
Processing sample: EE87869
Processing sample: EE87870
Processing sample: EE87871
Processing sample: EE87872
Processing sample: EE87873
Processing sample: EE87874
Processing sample: EE87875
Processing sample: EE87876
Processing sample: EE87877
Processing sample: EE87878
Processing sample: EE87879
Processing sample: EE87880
Processing sample: EE87881
Processing sample: EE87882
Processing sample: EE87883
Processing sample: EE87884
Processing sample: EE87885
Processing sample: EE87886
Processing sample: EE87887
Processing sample: EE87888
Processing sample: EE87889
Processing sample: EE87890
Processing sample: EE87891
Processing sample: EE87896
Processing sample: EE87897
Processing sample: EE87898
Processing sample: EE87899
Processing sample: EE87900
Processing sample: EE87901
Processing sample: EE87902
Processing sample: EE87903
Processing sample: EE87904
Processing sample: EE87905
Processing sample: EE87906
Processing sample: EE87907
Processing sample: EE87908
Processing sample: EE87909
Processing sample: EE87910
Processing sample: EE87911
Processing sample: EE87912
Processing sample: EE87913
Processing sample: EE87914
Processing sample: EE87915
Processing sample: EE87916
Processing sample: EE87917
Processing sample: EE87918
Processing sample: EE87919
Processing sample: EE87920
Processing sample: EE87921
Processing sample: EE87922
Processing sample: EE87923
Processing sample: EE87924
Processing sample: EE87925
Processing sample: EE87926
Processing sample: EE87927
Processing sample: EE87928
Processing sample: EE87929
Processing sample: EE87931
Processing sample: EE87932
Processing sample: EE87933
Processing sample: EE87934
Processing sample: EE87935
Processing sample: EE87936
Processing sample: EE87937
Processing sample: EE87938
Processing sample: EE87939
Processing sample: EE87940
Processing sample: EE87941
Processing sample: EE87942
Processing sample: EE87943
Processing sample: EE87944
Processing sample: EE87945
Processing sample: EE87946
Processing sample: EE87947
Processing sample: EE87948
Processing sample: EE87949
Processing sample: EE87950
Processing sample: EE87951
Processing sample: EE87952
Processing sample: EE87953
Processing sample: EE87954
Processing sample: EE87955
Processing sample: EE87956
Processing sample: EE87957
Processing sample: EE87958
Processing sample: EE87959
Processing sample: EE87960
Processing sample: EE87961
Processing sample: EE87962
Processing sample: EE87963
Processing sample: EE87964
Processing sample: EE87965
Processing sample: EE87966
Processing sample: EE87967
Processing sample: EE87968
Processing sample: EE87969
Processing sample: EE87970
Processing sample: EE87971
Processing sample: EE87972
Processing sample: EE87973
Processing sample: EE87974
Processing sample: EE87975
Processing sample: EE87976
Processing sample: EE87977
Processing sample: EE87978
Processing sample: EE87979
Processing sample: EE87980
Processing sample: EE87981
Processing sample: EE87982
Processing sample: EE87983
Processing sample: EE87984
Processing sample: EE87985
Processing sample: EE87986
Processing sample: EE87987
Processing sample: EE87988
Processing sample: EE87989
Processing sample: EE87990
Processing sample: EE87991
Processing sample: EE87992
Processing sample: EE87993
Processing sample: EE87994
Processing sample: EE87995
Processing sample: EE87996
Processing sample: EE87997
Processing sample: EE87998
Processing sample: EE87999
Processing sample: EE88000
Processing sample: EE88001
Processing sample: EE88002
Processing sample: EE88003
Processing sample: EE88004
Processing sample: EE88005
Processing sample: EE88006
Processing sample: EE88007
Processing sample: EE88008
Processing sample: EE88009
Processing sample: EE88010
Processing sample: EE88011
Processing sample: EE88012
Processing sample: EE88013
Processing sample: EE88014
Processing sample: EE88015
Processing sample: EE88016
Processing sample: EE88017
Processing sample: EE88018
Processing sample: EE88019
Processing sample: EE88020
Processing sample: EE88021
Processing sample: EE88022
Processing sample: EE88023
Processing sample: EE88024
Processing sample: EE88025
Processing sample: EE88026
Processing sample: EE88027
Processing sample: EE88028
Processing sample: EE88029
Processing sample: EE88030
Processing sample: EE88031
Processing sample: EE88032
Processing sample: EE88290
Processing sample: EE88291
Processing sample: EE88292
Processing sample: EE88293
Processing sample: EE88294
Processing sample: EE88295
Processing sample: EE88296
Processing sample: EE88297
Processing sample: EE88298
Processing sample: EE88299
Processing sample: EE88300
Processing sample: EE88301
Processing sample: EE88302
Processing sample: EE88303
Processing sample: EE88304
Processing sample: EE88305
Processing sample: EE88306
Processing sample: EE88307
Processing sample: EE88308
Processing sample: EE88309
Processing sample: EE88310
Processing sample: EE88311
Processing sample: EE88312
Processing sample: EE88313
Processing sample: EE88314
Processing sample: EE88315
Processing sample: EE88316
Processing sample: EE88317
Processing sample: EE88318
Processing sample: EE88319
Processing sample: EE88320
Processing sample: EE88321
Processing sample: EE88322
Processing sample: EE88323
Processing sample: EE88324
Processing sample: EE88325
GC-corrected matrix saved to: /labmed/workspace/lotta/finaletoolkit/dataframes_for_ba/final_feature_matrix_gc_corrected_100000.tsv
/home/lotta/miniconda3/envs/fragmentomics_analysis/lib/python3.8/site-packages/numpy/core/fromnumeric.py:3464: RuntimeWarning: Mean of empty slice.
  return _methods._mean(a, axis=axis, dtype=dtype,
/home/lotta/miniconda3/envs/fragmentomics_analysis/lib/python3.8/site-packages/numpy/core/_methods.py:192: RuntimeWarning: invalid value encountered in scalar divide
  ret = ret.dtype.type(ret / rcount)
    sample       group chrom  bin  ...  wps_value    start      end       GC
0  EE85727  colorectal  chr1    9  ...  -0.384459   900000  1000000  0.62123
1  EE85727  colorectal  chr1   10  ...  -0.444625  1000000  1100000  0.62746
2  EE85727  colorectal  chr1   11  ...  -0.487569  1100000  1200000  0.58992
3  EE85727  colorectal  chr1   12  ...  -0.439576  1200000  1300000  0.62685
4  EE85727  colorectal  chr1   13  ...  -0.375629  1300000  1400000  0.60670

[5 rows x 13 columns]
[BIN 100000 | 02_gc_correction.py] DONE in 1496.9s


==== ALL BIN SIZES FINISHED SUCCESSFULLY ====
